fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,AGS SO2 [Dióxido de Azufre (SO2) (RAW)],"CO-B4 [Monóxido de Carbono (CO), RAW 1 (RAW)]","CO-B4 [Monóxido de Carbono (CO), RAW 2 (RAW)]",CWT-UR [Radiación UV (mW/cm2)],CWT-UR [Índice de Radiación UV (Adimensional)],CWT-UWD-SDTHAPSIR [Agua caída (Lluvia) (mm)],CWT-UWD-SDTHAPSIR [Dirección del Viento (Grados)],CWT-UWD-SDTHAPSIR [Grados celcius (°C)],CWT-UWD-SDTHAPSIR [Humedad (%)],CWT-UWD-SDTHAPSIR [Presión atmosférica (kPa)],CWT-UWD-SDTHAPSIR [Radiación Solar (W/m2)],CWT-UWD-SDTHAPSIR [Velocidad del viento (m/s)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],MH-Z19B [Dióxido de Carbono (CO2) (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Custom (ppm)],MH-Z19B [Dióxido de Carbono (CO2) Interno (ppm)],MH-Z19B [Grados celcius (°C)],"NO-B4 [Óxido Nítrico (NO), RAW 1 (RAW)]","NO-B4 [Óxido Nítrico (NO), RAW 2 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 1 (RAW)]","NO2-B43F [Dióxido de Nitrógeno (NO2), RAW 2 (RAW)]","OX-B431 [Ozono (O3), RAW 1 (RAW)]","OX-B431 [Ozono (O3), RAW 2 (RAW)]",PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],"SO2 -B4 [Dióxido de Azufre (SO2), RAW 1 (RAW)]","SO2 -B4 [Dióxido de Azufre (SO2), RAW 2 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 1 (RAW)]","Sensor Placeholder [Sensor Alphasense Placeholder, RAW 2 (RAW)]",ZE40B-TVOC [Compuestos orgánicos volátiles (VOC) (ug/m2)]
2025-08-23 15:15:42,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:15:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:16:42,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:16:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:17:42,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:17:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:18:42,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:18:44,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:19:42,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:19:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:19:44,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:20:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:20:44,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:21:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:21:44,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:22:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:22:44,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:23:43,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:23:45,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
2025-08-23 15:24:44,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,"227.0, 227.0, 227.0, 227.0, 227.0, 227.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","224.0, 224.0, 224.0, 224.0, 224.0, 224.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","231.0, 231.0, 231.0, 231.0, 231.0, 231.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","228.0, 228.0, 228.0, 228.0, 228.0, 228.0","229.0, 229.0, 229.0, 229.0, 229.0, 229.0","225.0, 225.0, 225.0, 225.0, 225.0, 225.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","219.0, 219.0, 219.0, 219.0, 219.0, 219.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","221.0, 221.0, 221.0, 221.0, 221.0, 221.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","222.0, 222.0, 222.0, 222.0, 222.0, 222.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","223.0, 223.0, 223.0, 223.0, 223.0, 223.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","220.0, 220.0, 220.0, 220.0, 220.0, 220.0","226.0, 226.0, 226.0, 226.0, 226.0, 226.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","232.0, 232.0, 232.0, 232.0, 232.0, 232.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","233.0, 233.0, 233.0, 233.0, 233.0, 233.0","230.0, 230.0, 230.0, 230.0, 230.0, 230.0"
2025-08-23 15:24:45,2025-10-22T15:10:22,Sin sesión,,,,12,AIRE-01,,227.0,224.0,224.0,231.0,231.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,229.0,225.0,219.0,219.0,219.0,219.0,221.0,221.0,222.0,222.0,223.0,223.0,220.0,220.0,220.0,220.0,226.0,232.0,232.0,233.0,233.0,230.0
